MOFname,volume [A^3],weight [u],surface_area [m^2/g],volumetric_sa [m^2/cm^3],void_fraction,void_volume [cm^3/g],topology_num,metal_element,metal_group,functional_group_1,functional_group_2,organic_linker1,organic_linker2,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol]
mof_unit_pretest_907,2180.017268,1575.1559,988.6,1186.1263198422869,0.1704,0.1419999999999999,2,9,5,2,8,2,20,37.59580562,7.274089999999998
mof_unit_pretest_908,1128.891108,621.54548,1702.78,1556.7759976589964,0.23499,0.257,0,2,11,16,16,4,11,13.9535736,5.396208000000001
mof_unit_pretest_909,7898.241957999999,5071.47552,0.0,0.0,0.14029,0.1315999999999999,3,4,6,17,5,2,17,52.58386528,7.928461
mof_unit_pretest_910,2981.864947,1627.79116,2096.46,1900.395628243427,0.27975,0.3085999999999999,0,1,12,19,9,12,29,20.77024196,6.053674
mof_unit_pretest_911,5222.052652,2795.28008,2244.84,1995.3367514836664,0.31505,0.3543999999999999,5,12,10,19,2,1,22,16.702672,6.03231
mof_unit_pretest_912,3909.995831,2781.366733,835.7999999999998,987.258893264771,0.15778,0.1336,3,4,6,20,1,1,4,34.19673005,6.286417
mof_unit_pretest_913,2067.593893,1940.93864,0.0,0.0,0.0663099999999999,0.0425,3,4,6,9,10,4,4,90.03201396999998,9.225145
mof_unit_pretest_914,1109.255799,1040.87116,784.89,1222.9840407501672,0.1880199999999999,0.1207,0,2,11,3,3,1,22,20.31413837,5.976216
mof_unit_pretest_915,5150.947055,2284.8021,2386.63,1757.8965951095972,0.2875099999999999,0.3902999999999999,3,4,6,16,12,6,7,16.99673714,4.727642
mof_unit_pretest_916,2331.341785,1388.50028,1777.76,1758.166012815095,0.27714,0.2802,3,4,6,8,9,11,19,26.36927733,6.583219000000001
mof_unit_pretest_917,3114.193805,1420.7784800000002,2236.99,1694.6948232486486,0.37818,0.4991999999999999,2,9,5,20,20,17,17,15.11190977,5.586094
mof_unit_pretest_918,1665.502797,1592.18368,71.15,112.94563002270854,0.0495699999999998,0.0311999999999999,2,9,5,11,2,12,2,26.57968509,7.434802999999999
mof_unit_pretest_919,2064.850395,1123.7844,1157.07,1045.6847337849365,0.1757499999999999,0.1945,0,1,12,18,14,13,21,24.63857557,6.166111
mof_unit_pretest_920,3779.465554,2067.62268,2038.81,1852.099766830525,0.3236199999999999,0.3562,4,1,12,11,11,40,40,32.48237212,6.941819000000001
mof_unit_pretest_921,1389.0335220000002,1113.30492,0.0,0.0,0.05101,0.0383,0,1,12,9,10,12,18,24.59410496,7.2933059999999985
mof_unit_pretest_922,1614.255409,1001.30592,1381.41,1422.8655197895962,0.22658,0.22,2,9,5,17,17,1,22,23.55835666,5.447124
mof_unit_pretest_923,3183.466479,991.6188,5318.2,2750.780028539009,0.4711699999999999,0.9109,0,1,12,20,12,2,17,7.968487839,4.292162
mof_unit_pretest_924,2930.876353,1203.87236,2764.21,1885.387860865527,0.35741,0.524,0,1,12,18,20,8,9,9.822307205,5.542024
mof_unit_pretest_925,2007.868806,986.72574,2155.56,1759.0086170285417,0.33487,0.4103999999999999,0,2,11,13,3,14,27,16.39583634,5.818503
mof_unit_pretest_926,8664.820643000001,4745.32016,1602.34,1457.1603387360651,0.2951599999999999,0.3246,0,1,12,20,11,15,22,16.7916557,5.207839
mof_unit_pretest_927,6266.712788,3250.36462,1539.38,1325.8208888638524,0.2066099999999999,0.2399,3,4,6,13,9,7,27,29.75392139,6.291774
mof_unit_pretest_928,2679.232942,871.87864,4074.01,2201.4781562601656,0.46182,0.8546,0,2,11,7,7,2,16,7.847067485,4.641924
mof_unit_pretest_929,4223.898578,1282.03408,3901.54,1966.386475269243,0.4860899999999999,0.9644,0,1,12,16,6,18,27,10.02072526,5.228688
mof_unit_pretest_930,1003.995331,823.31962,518.26,705.7179902523521,0.1371699999999999,0.1007,0,2,11,6,4,10,23,21.60080183,6.120216
mof_unit_pretest_931,1131.908274,713.3168400000001,1049.39,1098.1328666344875,0.17563,0.1678,0,1,12,5,11,4,14,36.3635094,6.973978999999999
mof_unit_pretest_932,2341.862356,867.81724,3791.43,2333.0104079410135,0.39039,0.6343999999999999,0,2,11,20,16,8,10,7.846767200999999,5.767218
mof_unit_pretest_933,4367.691898,1776.9126399999998,2624.92,1773.2782188055276,0.4077399999999999,0.6036,2,9,5,17,14,18,27,27.91692957,6.02262
mof_unit_pretest_934,2877.488754,1195.97492,2327.86,1606.6157550750816,0.32534,0.4713999999999999,0,1,12,7,13,13,27,18.54558488,5.577244
mof_unit_pretest_935,1102.259605,701.54072,1056.81,1116.8957349805778,0.18281,0.1729999999999999,0,2,11,9,9,4,24,33.51403618,6.300389
mof_unit_pretest_936,1945.505352,1554.67905,0.0,0.0,0.12911,0.0972999999999999,3,4,6,20,4,1,15,41.74757609,7.440402
mof_unit_pretest_937,2291.318441,1231.373,2037.08,1817.853946566481,0.3223699999999999,0.3612,0,1,12,5,17,8,10,15.21917353,5.961651
mof_unit_pretest_938,1410.089689,793.48608,0.0,0.0,0.1243599999999999,0.1331,0,1,12,12,7,1,21,24.45750572,6.713914999999999
mof_unit_pretest_939,2378.118566,1374.57968,1711.27,1642.4860102311654,0.2713599999999999,0.2827,2,9,5,17,19,11,17,24.22088728,5.706525
mof_unit_pretest_940,724.017036,569.1071599999999,0.0,0.0,0.13874,0.1063,0,1,12,14,14,10,15,103.8076339,8.375933
mof_unit_pretest_941,7388.591579999998,2937.833298,3491.03,2304.9727496284163,0.4052399999999999,0.6138,3,4,6,13,1,27,27,17.84638519,5.238766
mof_unit_pretest_942,3164.673416,1422.5792800000002,3292.62,2457.73988847094,0.3455599999999999,0.4628999999999999,2,9,5,9,14,18,20,34.28898526,6.579616000000001
mof_unit_pretest_943,2047.09801,913.87556,2980.55,2209.4875809351265,0.32826,0.4428,0,2,11,14,10,18,22,14.0254509,5.290163
mof_unit_pretest_944,7861.347938,3991.03056,1803.26,1520.1733350788493,0.2327699999999998,0.2761,3,4,6,6,15,2,17,35.38484396,6.812336
mof_unit_pretest_945,1642.862249,1356.86913,1138.82,1561.8474888362698,0.2394999999999999,0.1746,0,1,12,5,4,11,17,16.6896466,5.841997
mof_unit_pretest_946,4180.451612,2744.05232,0.0,0.0,0.0997099999999999,0.0914999999999999,5,12,10,12,12,10,24,77.08281339,8.398702999999998
mof_unit_pretest_947,1827.865073,963.44636,1977.61,1730.8952317699288,0.2425799999999999,0.2772,0,1,12,20,14,10,29,39.60640649,6.787274000000001
mof_unit_pretest_948,2305.655094,1023.71692,2686.82,1980.9377982943995,0.3246199999999999,0.4403,0,1,12,14,5,13,17,18.68141463,5.505145
mof_unit_pretest_949,1129.925176,1151.33771,0.0,0.0,0.1174,0.0694,0,2,11,4,19,4,4,62.71241315,7.129157000000001
mof_unit_pretest_950,2402.17442,2077.59702,0.0,0.0,0.0762199999999999,0.0531,2,9,5,17,2,2,25,57.23172633,8.116946
mof_unit_pretest_951,3140.521708,1379.43948,2280.21,1663.1155490519736,0.4264299999999999,0.5846,0,1,12,6,3,7,15,15.15641496,5.692937000000001
mof_unit_pretest_952,2855.050964,1813.74911,1382.5,1458.395157150121,0.22373,0.2121,0,1,12,18,4,4,29,26.69556134,6.386452
mof_unit_pretest_953,1653.051163,1250.46566,0.0,0.0,0.14779,0.1177,3,4,6,11,10,1,5,40.42606037,7.186795
mof_unit_pretest_954,1107.647082,873.63,0.0,0.0,0.0928599999999999,0.0709,0,2,11,11,10,12,14,92.44863710000001,8.498507
mof_unit_pretest_955,1141.975413,819.44032,0.0,0.0,0.0,0.0,0,1,12,18,18,5,23,29.498436,7.839747999999998
mof_unit_pretest_956,5128.879816,3314.54956,1008.38,1082.1138215828314,0.2084999999999999,0.1943,6,1,12,17,6,15,22,49.10413276,5.339962
mof_unit_pretest_957,703.209804,671.66816,0.0,0.0,0.08376,0.0528,0,1,12,2,2,10,24,31.33251893,7.209861
mof_unit_pretest_958,3993.471569,1378.3316,3265.07,1871.2953521545637,0.41641,0.7266,0,2,11,13,10,25,26,11.57914705,5.384652
mof_unit_pretest_959,1739.3378059999998,780.40934,2593.48,1932.2715120480443,0.3208199999999999,0.4305999999999999,0,1,12,20,16,4,26,13.09045697,5.11777
mof_unit_pretest_960,5979.978543,4656.193232,749.13,968.579527128564,0.16161,0.125,1,10,2,8,19,55,55,65.89226671,7.374733
mof_unit_pretest_961,2071.679305,1085.66222,2059.39,1792.080536793379,0.2725299999999999,0.3131999999999999,5,12,10,11,5,1,10,21.22353778,5.738742
mof_unit_pretest_962,2846.026036,2289.374156,1093.51,1460.65413426164,0.2078199999999998,0.1555999999999999,1,10,2,3,2,46,54,34.32293237,6.2160150000000005
mof_unit_pretest_963,1330.315796,635.52724,2306.84,1829.9685320993306,0.3645199999999999,0.4595,0,2,11,20,20,1,16,13.21279825,4.981172
mof_unit_pretest_964,1637.235713,735.28436,2591.87,1932.87629603404,0.3774099999999999,0.5060999999999999,0,1,12,14,11,12,17,11.19708015,5.032236
mof_unit_pretest_965,1779.794602,821.3916799999998,2605.15,1996.4566046474229,0.3563799999999999,0.465,0,1,12,19,19,14,26,17.43332129,5.229063
mof_unit_pretest_966,1572.317867,959.5308,1368.41,1386.6968710630708,0.18784,0.1854,0,1,12,7,9,1,2,17.62732486,5.580254
mof_unit_pretest_967,1796.545542,803.80314,2370.85,1761.4173561866128,0.3109899999999999,0.4186,0,2,11,5,13,4,26,14.77457678,5.475413
mof_unit_pretest_968,843.359951,601.0596,0.0,0.0,0.13642,0.1153,0,1,12,8,8,10,13,46.5904003,7.214546
mof_unit_pretest_969,1081.497689,996.32978,0.0,0.0,0.12188,0.0796999999999999,0,2,11,19,3,12,22,27.13859845,6.987837
mof_unit_pretest_970,7769.373410999999,3390.5912,3108.43,2252.5645936561723,0.44468,0.6136,4,1,12,0,0,38,40,19.43003378,5.6001080000000005
mof_unit_pretest_971,3476.383384,1320.1932,3012.16,1899.4794054717597,0.3491,0.5535999999999999,0,1,12,12,6,18,23,11.68002035,5.636912000000001
mof_unit_pretest_972,1851.969554,1311.10032,1213.6,1426.6727780563797,0.25029,0.2129,0,1,12,4,7,1,7,22.49865218,6.762244
mof_unit_pretest_973,722.1754269999999,575.058806,913.6,1208.0151154786865,0.16264,0.123,0,1,12,1,1,10,15,51.76766834,7.886655999999999
mof_unit_pretest_974,1115.71844,613.48196,1783.5,1628.4222410872064,0.2834999999999999,0.3105,0,2,11,15,15,4,12,12.73440912,5.271281
mof_unit_pretest_975,1517.275893,825.4879599999998,1452.64,1312.3537320166704,0.2335899999999999,0.2586,0,1,12,7,7,4,18,30.12626143,6.812862
mof_unit_pretest_976,1757.828719,1227.26484,1633.28,1893.51655668786,0.2982699999999999,0.2572999999999999,0,2,11,5,4,1,8,19.53007704,5.576269
mof_unit_pretest_977,1949.791104,1868.63588,0.0,0.0,0.02593,0.0162999999999999,3,4,6,17,17,1,1,44.26438761,8.591194
mof_unit_pretest_978,2996.306304,2582.825496,459.05,657.0759547229642,0.1211499999999999,0.0845999999999999,1,10,2,6,17,52,57,48.96797172,7.270719
mof_unit_pretest_979,1084.453994,644.2996400000001,1274.23,1257.1042887452045,0.2000599999999999,0.2028,0,1,12,14,14,22,24,16.36972774,5.740941
mof_unit_pretest_980,1135.915513,837.33515,759.83,930.0717529825832,0.1500199999999999,0.1226,0,1,12,19,1,4,22,49.71635228,7.136046
mof_unit_pretest_981,2291.229581,961.74128,2724.17,1898.7622195514386,0.4005,0.5746,0,2,11,9,9,13,18,10.82327291,4.827902
mof_unit_pretest_982,1098.579539,1217.47248,0.0,0.0,0.0942999999999999,0.0512,0,2,11,3,2,10,26,117.486156,7.157868
mof_unit_pretest_983,1344.957004,785.42256,1312.04,1272.2977886487167,0.1912299999999999,0.1971999999999999,0,1,12,12,5,4,13,22.50102349,6.500598
mof_unit_pretest_984,1624.362436,1246.6706800000002,0.0,0.0,0.0526099999999999,0.0413,2,9,5,14,18,4,22,85.46842818999998,8.653536
mof_unit_pretest_985,2273.94115,1151.89352,2013.18,1693.4112775594856,0.2979499999999999,0.3542,0,2,11,8,10,2,9,18.62102552,5.17425
mof_unit_pretest_986,1750.664822,1215.49112,784.61,904.5849345115893,0.14451,0.1252999999999999,0,1,12,11,17,16,24,51.11746053,6.883591
mof_unit_pretest_987,6274.672805,1280.217,4989.67,1690.483964753227,0.6116699999999999,1.8054,0,1,12,7,7,3,7,6.436352027000001,4.644996
mof_unit_pretest_988,5205.209492,3294.68444,0.0,0.0,0.10927,0.104,5,12,10,13,15,22,24,57.10976763,6.962238
mof_unit_pretest_989,3093.260218,1406.26216,2372.2,1790.8032026051521,0.39476,0.5229,0,2,11,12,19,2,18,13.08103916,5.022189
mof_unit_pretest_990,1323.178467,755.487293,1933.46,1833.118993385177,0.2886799999999999,0.3044999999999999,0,2,11,1,10,1,16,15.73314871,5.286548000000001
mof_unit_pretest_991,2169.0629120000003,1334.47768,1284.65,1312.413572887877,0.1935,0.1894,2,9,5,14,10,2,20,67.46047749,7.338166
mof_unit_pretest_992,3421.9056530000003,1731.014,2003.62,1683.040758370309,0.2794499999999999,0.3327,8,1,12,5,18,36,36,15.31726621,5.211743
mof_unit_pretest_993,1358.946805,905.26658,946.22,1046.6774805338264,0.16667,0.1507,0,1,12,9,6,11,13,17.49552917,5.6568760000000005
mof_unit_pretest_994,3615.691017,2164.36616,1721.07,1710.742660733761,0.33084,0.3327999999999999,0,1,12,10,19,13,28,20.40917137,5.490178
mof_unit_pretest_995,3223.585643,1022.05468,3753.87,1976.336416104673,0.48302,0.9175,0,2,11,7,7,18,26,11.66968367,5.065701
mof_unit_pretest_996,1230.79935,897.5123999999998,0.0,0.0,0.0704,0.0580999999999999,0,1,12,14,18,4,19,31.7333935,7.227436
mof_unit_pretest_997,3901.779274,3361.046637,0.0,0.0,0.12403,0.0866999999999999,3,4,6,1,10,1,11,70.52835436,7.764267999999999
mof_unit_pretest_998,2255.0503350000004,1052.04112,2028.52,1571.4569747619894,0.273,0.3523999999999999,0,2,11,13,15,2,22,12.17894722,5.540421
mof_unit_pretest_999,1983.807986,1836.03128,0.0,0.0,0.04988,0.0325,3,4,6,17,20,14,22,49.11943468,10.230352
mof_unit_pretest_1000,2628.536949,1552.37528,1509.98,1480.8141422375559,0.24698,0.2518,2,9,5,9,17,13,21,25.09842327,5.953062999999999
mof_unit_pretest_1001,8965.243206999998,3085.906949,2700.01,1543.2377907919831,0.5033999999999998,0.8807,2,9,5,1,11,28,29,13.09709254,4.905611
mof_unit_pretest_1002,1942.373176,1352.85572,0.0,0.0,0.1263,0.1092,3,4,6,6,20,11,22,36.25315785,6.792686
mof_unit_pretest_1003,5272.970732,2595.961,1925.04,1573.7266056119502,0.3855399999999999,0.4716,6,2,11,14,10,15,22,12.4622983,5.60053
mof_unit_pretest_1004,2542.205263,918.49516,3541.39,2124.6467898744922,0.4628499999999999,0.7714999999999999,0,1,12,14,20,16,25,8.657595534,5.107773
mof_unit_pretest_1005,1568.199714,1460.24076,868.01,1342.1298986192583,0.2011,0.1300999999999999,0,1,12,3,5,12,17,23.67625994,6.086487
mof_unit_pretest_1006,7391.475956,2944.73432,3096.13,2048.240094018985,0.3114299999999999,0.4708,3,4,6,16,7,27,27,18.40554324,5.390574
mof_unit_pretest_1007,4336.232377,1717.02,2631.32,1730.1477765417887,0.44128,0.6711,2,9,5,19,19,23,27,12.99407957,6.321594
mof_unit_pretest_1008,1783.753141,793.5231999999999,2636.1,1947.3027853997792,0.3940699999999999,0.5334999999999999,0,2,11,15,3,4,26,9.485624112,4.734462000000001
mof_unit_pretest_1009,4120.538361,3652.40728,786.47,1157.588291278074,0.1779399999999999,0.1208999999999999,3,4,6,4,4,19,24,38.24597079,6.426518
mof_unit_pretest_1010,1318.785158,725.5223599999998,2051.33,1873.954355507839,0.2905499999999999,0.318,0,2,11,17,17,1,16,21.53818597,5.623258
mof_unit_pretest_1011,5189.507068,2616.2293600000003,1978.49,1656.2667869292477,0.2408699999999998,0.2877,5,12,10,8,6,22,22,14.01135803,6.152541
mof_unit_pretest_1012,3456.201654,2271.4456,1599.19,1745.2195046568788,0.32882,0.3013,2,9,5,3,3,7,16,40.01129219,6.55167
mof_unit_pretest_1013,1300.975845,827.3316,1195.72,1262.660512984547,0.2184099999999999,0.2068,0,1,12,9,9,14,16,27.98345391,6.886276
mof_unit_pretest_1014,1539.490972,777.31444,2060.97,1727.9771110345398,0.31501,0.3756999999999999,0,1,12,10,5,11,18,14.77296898,5.730853
mof_unit_pretest_1015,2020.46715,1545.02692,0.0,0.0,0.08479,0.0667999999999999,3,4,6,5,5,12,15,51.5106096,8.174660000000001
mof_unit_pretest_1016,1876.724441,859.453006,2450.64,1863.5792624246335,0.3297999999999999,0.4336999999999999,0,1,12,1,6,16,19,11.36126935,4.832188
mof_unit_pretest_1017,5223.239976,2688.11824,1769.44,1512.1363560236564,0.24534,0.2871,5,12,10,11,9,22,22,13.91808841,5.816978
mof_unit_pretest_1018,1346.209387,755.6311599999998,1663.34,1550.3330373182016,0.2544299999999999,0.273,0,2,11,20,11,1,16,17.61182266,5.613829
mof_unit_pretest_1019,3951.018365,2809.34384,928.91,1096.7716410683136,0.1769599999999999,0.1499,3,4,6,10,20,11,15,30.47673175,6.340446
mof_unit_pretest_1020,1120.515631,588.4725,2055.5,1792.5548797588883,0.3104,0.3558999999999999,0,2,11,15,15,4,12,11.82768165,4.889931
mof_unit_pretest_1021,1640.856364,1148.39064,805.44,936.0498939003487,0.2204,0.1895999999999999,2,9,5,19,20,11,12,19.66414986,6.232193
mof_unit_pretest_1022,1849.253972,859.41652,2784.5,2148.825186848094,0.33528,0.4345,0,1,12,5,10,16,19,11.75361806,5.300563
mof_unit_pretest_1023,1635.376898,816.48626,1912.55,1585.588715353608,0.25144,0.3033,0,1,12,20,16,13,22,12.68465606,5.731612
mof_unit_pretest_1024,2257.055703,969.9770400000002,2715.75,1938.0085618657001,0.2934199999999999,0.4112,0,2,11,20,13,2,14,12.88508191,5.399359
mof_unit_pretest_1025,2873.756657,1168.0766,3192.52,2154.7738002747305,0.37114,0.5499,0,2,11,16,20,4,29,14.44787753,4.636859
mof_unit_pretest_1026,2419.0896390000003,1536.5,0.0,0.0,0.1491,0.1414,2,9,5,10,8,18,19,84.44803661,6.525215
mof_unit_pretest_1027,6852.611263,2314.8674,3860.35,2165.4264200665543,0.4323699999999999,0.7708,3,4,6,5,17,3,3,10.50243551,5.193145
mof_unit_pretest_1028,1112.971065,805.65008,0.0,0.0,0.0984799999999999,0.0819,0,2,11,9,14,1,9,55.62239026,7.337748999999999
mof_unit_pretest_1029,7866.517831,4036.66424,1715.67,1461.9098067627774,0.23963,0.2812,3,4,6,13,2,2,17,24.67810771,6.877605
mof_unit_pretest_1030,2071.908915,1233.23836,1505.42,1487.9240845738232,0.2141599999999999,0.2167,2,9,5,10,2,16,19,58.35255251,6.872381
mof_unit_pretest_1031,1042.683692,644.98477,1720.09,1766.830045436431,0.2610299999999999,0.2540999999999999,0,1,12,20,4,10,23,11.32943444,5.27754
mof_unit_pretest_1032,5094.2573950000005,3326.077,1035.62,1122.790087178178,0.20096,0.1854,6,1,12,11,2,9,9,15.79603785,6.391227
mof_unit_pretest_1033,5170.914549,2739.12568,2232.69,1963.9017267883487,0.33659,0.3826999999999999,5,12,10,3,10,12,22,13.3032637,5.087432
mof_unit_pretest_1034,2438.287063,1387.19933,2122.38,2005.0439960166468,0.35543,0.3761999999999999,0,1,12,11,4,14,28,17.88321567,5.229024
mof_unit_pretest_1035,1980.390128,2075.668316,152.49,265.39656280914585,0.04492,0.0258,1,10,2,17,2,46,57,94.57929564,7.754495999999999
mof_unit_pretest_1036,1747.9693530000002,791.3474,2977.03,2238.0165985640137,0.35143,0.4675,0,1,12,15,15,14,26,13.01679924,5.9208620000000005
mof_unit_pretest_1037,6298.644652,2044.177,3021.09,1628.1026359604007,0.5233399999999999,0.9711,2,9,5,20,17,3,28,14.35655208,5.73791
mof_unit_pretest_1038,4846.215367,1708.4607600000002,3630.08,2125.030757284521,0.4442099999999999,0.7588,0,2,11,8,18,17,28,10.4818456,5.144529
mof_unit_pretest_1039,2195.750336,961.79424,3031.36,2204.8723729141298,0.36918,0.5076,0,2,11,10,14,18,19,8.410437525,4.813007
mof_unit_pretest_1040,1119.162516,692.12748,1386.41,1423.7421585092607,0.2075599999999999,0.2021,0,1,12,2,2,4,22,17.53947564,5.149719
mof_unit_pretest_1041,1195.586546,812.62248,1464.76,1653.1833051227159,0.22034,0.1952,0,1,12,2,2,5,26,19.22850007,5.727201999999999
mof_unit_pretest_1042,4350.886715,1883.26288,2765.32,1987.5830826244592,0.35748,0.4974,3,4,6,15,16,2,25,12.13843388,5.081318
mof_unit_pretest_1043,3499.399902,1452.87352,3243.83,2236.3462484991755,0.3341299999999999,0.4845999999999999,2,9,5,14,5,25,25,14.61017559,5.359711
mof_unit_pretest_1044,2387.071746,1641.818089,699.57,798.9828681120176,0.12817,0.1121999999999999,2,9,5,14,1,2,23,60.07767992,7.367867999999999
mof_unit_pretest_1045,1790.697131,819.7164199999999,2515.06,1911.7740981543643,0.33139,0.436,0,2,11,5,9,4,26,13.61622583,4.8571800000000005
mof_unit_pretest_1046,7822.987083,4890.33288,1435.19,1489.7792973354294,0.27448,0.2644,4,2,11,12,2,40,41,37.84924962,6.310414
mof_unit_pretest_1047,1103.516767,565.0754,2563.94,2180.1282818942555,0.31596,0.3715999999999999,0,1,12,15,15,1,12,11.84529566,4.941287
mof_unit_pretest_1048,4460.191401,2118.660252,2159.56,1703.412476112705,0.29569,0.3749,5,12,10,13,1,13,17,11.67930949,5.253823000000001
mof_unit_pretest_1049,2027.163389,1184.53676,1677.11,1627.301644610703,0.2455699999999999,0.2530999999999999,3,4,6,20,20,11,11,18.98674291,5.7017370000000005
mof_unit_pretest_1050,1362.253021,1056.3396,687.21,884.8751072065761,0.12841,0.0996999999999999,2,9,5,10,18,4,5,16.63243523,5.896826
mof_unit_pretest_1051,1679.607574,828.7267,1762.01,1443.638986196565,0.2411099999999999,0.2943,0,2,11,17,7,11,23,28.63430988,5.989022
mof_unit_pretest_1052,2523.692634,1517.699242,1961.05,1958.3244677038165,0.2960599999999999,0.2964999999999999,0,1,12,1,19,11,28,24.43872338,6.406630000000001
mof_unit_pretest_1053,724.9864679999998,627.09688,0.0,0.0,0.10752,0.0748999999999999,0,1,12,9,9,10,15,66.94803102,8.456791
mof_unit_pretest_1054,1596.269619,1180.39928,668.88,821.3298833541014,0.1283999999999999,0.1046,2,9,5,17,14,12,22,27.460215100000003,6.23588
mof_unit_pretest_1055,1827.433606,933.41708,2525.03,2141.6446115428885,0.2756299999999999,0.325,0,1,12,14,14,10,29,29.03599284,6.805874
mof_unit_pretest_1056,7539.053176,4280.8408,1476.06,1391.7556984415219,0.2611,0.2768999999999999,0,1,12,12,12,1,5,15.12145776,5.368983999999999
mof_unit_pretest_1057,2114.345771,1376.06408,0.0,0.0,0.15212,0.1408,5,12,10,18,6,1,10,36.37378778,7.006216
mof_unit_pretest_1058,1962.09927,1530.9456,0.0,0.0,0.0,0.0,2,9,5,14,16,2,16,31.50298953,9.991093
mof_unit_pretest_1059,1648.471438,1289.59442,0.0,0.0,0.10795,0.0830999999999999,3,4,6,5,14,1,5,62.95679376,7.334763
mof_unit_pretest_1060,2043.61955,1159.964152,1536.86,1448.5235245267413,0.2425699999999999,0.2574,0,2,11,5,1,18,22,16.0111468,5.605137
mof_unit_pretest_1061,813.99079,541.45752,1112.77,1229.127777593219,0.18373,0.1663,0,2,11,6,6,10,13,39.52493631,6.466516
mof_unit_pretest_1062,2232.547935,1051.77949,2770.0,2166.9575342806943,0.3241699999999999,0.4143999999999999,0,2,11,13,4,16,25,15.45144551,5.362326
mof_unit_pretest_1063,1809.204905,1412.88104,0.0,0.0,0.0,0.0,2,9,5,5,12,2,19,31.1751302,9.77594
mof_unit_pretest_1064,3327.503627,1410.63098,2793.6,1966.5537822200058,0.3658099999999999,0.5196,0,1,12,13,15,16,16,10.45281877,4.828254
mof_unit_pretest_1065,2056.381431,1252.76464,1560.97,1579.0907728832353,0.2338599999999999,0.2311999999999999,5,12,10,19,14,1,10,28.56901414,6.458264
mof_unit_pretest_1066,2114.408345,1258.40608,627.6,620.2426190953598,0.1109599999999999,0.1123,0,2,11,18,6,13,21,18.08058939,5.761645
mof_unit_pretest_1067,3841.282091,2222.689851,1126.74,1082.6126652981663,0.2106699999999999,0.2192999999999999,0,1,12,18,1,3,24,9.105513565,6.203481
mof_unit_pretest_1068,5059.986469,2343.5952,2644.14,2033.5947718244704,0.34988,0.4549,5,12,10,20,20,4,4,18.08616907,5.491787
mof_unit_pretest_1069,1415.448285,1136.47392,0.0,0.0,0.0,0.0,2,9,5,16,16,5,2,39.31116938,9.11156
mof_unit_pretest_1070,1649.637755,1442.2750199999998,0.0,0.0,0.0768399999999998,0.0529,0,2,11,19,2,14,25,40.104404,7.978903999999998
mof_unit_pretest_1071,3111.364137,1256.0202800000002,2214.42,1484.4054205016068,0.32468,0.4844,0,1,12,13,13,3,5,15.22715525,6.368813
mof_unit_pretest_1072,2954.341089,969.61328,3741.15,2038.8710904637003,0.4319799999999999,0.7925999999999999,0,1,12,12,12,3,10,9.405801694,5.6612290000000005
mof_unit_pretest_1073,1967.164755,1710.716442,0.0,0.0,0.0998899999999998,0.0691999999999999,2,9,5,19,1,1,13,56.56607095,8.692424
mof_unit_pretest_1074,4365.047284,2566.64176,0.0,0.0,0.21798,0.2232,0,1,12,20,17,9,15,26.66706743,6.2959
mof_unit_pretest_1075,1535.01028,773.58752,2443.71,2045.0058690142023,0.3194299999999999,0.3816999999999999,0,1,12,2,16,11,18,13.16086478,4.952271
mof_unit_pretest_1076,4216.075149,1990.821516,1826.84,1432.422786144624,0.38527,0.4914,1,10,2,16,20,43,54,28.42922959,5.249536
mof_unit_pretest_1077,2013.349994,1911.43364,519.73,819.3405696937527,0.134,0.085,0,2,11,11,4,16,18,34.87839916,7.491802
mof_unit_pretest_1078,2260.878741,1611.74676,976.02,1155.3803548832632,0.2016699999999999,0.1704,0,2,11,4,16,13,17,19.47017903,5.691387000000001
mof_unit_pretest_1079,2034.307031,989.8408,2510.82,2028.668829774714,0.30112,0.3726999999999999,0,2,11,17,10,18,22,14.93700781,5.274883999999999
mof_unit_pretest_1080,1047.641511,601.14572,1464.19,1395.1189048068072,0.2119699999999999,0.2225,0,1,12,20,12,10,25,17.07708498,5.928462000000001
mof_unit_pretest_1081,2340.299689,983.72752,2874.97,2006.7043382581558,0.3376099999999999,0.4837,0,1,12,5,20,18,22,12.80417067,5.385669
mof_unit_pretest_1082,2431.209292,1280.68184,1583.08,1384.7408138418873,0.20196,0.2308999999999999,2,9,5,20,6,18,19,48.39577964,7.055573
mof_unit_pretest_1083,1609.839604,735.6445999999999,2500.2,1897.1729379089852,0.3499599999999999,0.4612,0,2,11,20,20,13,15,14.98514231,5.246582
mof_unit_pretest_1084,2980.699522,1444.4616,2375.71,1911.7361605817443,0.34143,0.4243,0,1,12,11,2,17,18,12.42061826,5.146109
mof_unit_pretest_1085,11177.90988,5091.89296,2586.19,1956.2565810767694,0.3935799999999999,0.5202999999999999,6,1,12,13,17,15,19,17.19058848,5.462437
mof_unit_pretest_1086,3383.527673,1656.40404,1714.16,1393.4603994318784,0.2375199999999999,0.2922,0,1,12,13,8,8,16,15.98543971,6.312725
mof_unit_pretest_1087,4545.148069,2308.47264,1752.33,1477.880497360033,0.2655,0.3148,3,4,6,12,17,6,25,16.02755364,4.985193
mof_unit_pretest_1088,1758.778144,737.34154,2857.4,1989.1860649991047,0.37935,0.5449,0,1,12,14,16,4,26,11.4526447,5.045304
